GEOID,pop
17161022800,13227.667358398438
17161022900,3316.976318359375
17161023000,6502.714820861816
17161023100,5157.087493896484
17019010901,9629.577308662236
17019010902,7041.700935950503
17019005602,6235.500152587891
17019010702,8872.508554778993
17019005601,9442.968170166016
17019010701,4351.600067138672
17019005902,14545.04931640625
17019011001,4573.611572265625
17199021001,2422.4421615600586
17199020802,6016.621792688966
17199021002,1918.827312707901
17199020801,4361.765493094921
17091011700,3200.2701416015625
17119401722,5195.360412597656
17119403531,11980.44035577774
17119401701,4465.878841280937
17111871113,5247.036541342735
17199021003,1731.9736862182617
17091011800,4331.568176269531
17119400951,6067.735443115234
17119400952,6790.764778137207
17119401500,2816.33349609375
17119401905,6834.527960285544
17119402804,3634.6593576669693
17119402805,7595.055754184723
17119403403,4699.622211456299
17119401101,4310.946182250977
17119401102,5528.558349609375
17119403404,5354.6480712890625
17189950200,5177.613083310425
17189950400,5992.462765224278
17189950300,4617.048297479749
17189950100,4666.229141015559
17161024000,6087.1772339344025
17161024400,2221.04452586174
17119403401,4551.7200927734375
17111870105,5519.899096101522
17111871501,8946.922617286444
17111871115,1119.7719421386716
17111870404,10366.688236832619
17111871112,6400.443561553955
17111870104,7682.783066943288
17111870403,8039.137656211853
17111871502,9728.897341012955
17111870106,6296.096583366394
17111871111,9655.781590461731
17111871313,3270.5634140968323
17111870907,6575.380431175232
17111870814,5495.09451174736
17111870501,7270.672360479832
17111870906,8028.672951459885
17111870103,4305.214948832989
17111871312,11246.531784057617
17111870502,7783.443984985352
17089853402,12072.749755859375
17111871114,9963.232147216797
17111870813,5396.744172334671
17111871110,9716.270013809204
17089853100,1604.3134765625
17089853200,16771.753173828125
17193958400,4666.447503531352
17193958300,3473.652597412467
17193958200,3600.3456007711357
17089854505,11280.260329008102
17089854509,11582.587312579155
17089854508,8891.83538722992
17089852104,2482.0342407226562
17089852406,5012.527838468552
17089854402,14060.346885681152
17089853601,8939.423828125
17089852004,6816.487487792969
17089853602,12933.42822265625
17089850708,7340.350456237793
17089850710,7067.717402458191
17089851911,7027.0926513671875
17089850706,3621.0996397808194
17089850707,15805.687348723412
17089850711,6150.768618583679
17089850709,4716.958867788315
17089852405,6543.452209472656
17089852408,8853.181300878525
17089854507,11281.202686429024
17089851913,10028.372619628906
17089851912,8588.73834991455
17089854403,9865.669403076172
17029000200,8467.912149757147
17029000600,5507.803267045645
17091011500,5696.842681884766
17029001100,4137.4117436409
17089852903,15997.804106712341
17143003403,5381.0378049016
17143003404,11548.59183511138
17089852905,4263.132385253906
17089853001,4281.94625556469
17163503101,4663.697495102882
17089852204,9207.216430664062
17089854401,4782.898742675781
17091012000,5653.415344238281
17089850704,10479.169403076172
17089852404,4539.322906494141
17089852407,5355.771148681641
17089852103,13108.248039245605
17089854506,7513.114564657211
17089852607,6741.7999267578125
17089852203,6323.9569091796875
17089852608,9086.817016601562
17089852005,8841.202430725098
17089850705,12687.352242423221
17197884003,8764.588606357574
17197880417,3897.7567749023438
17157951201,3230.4842554330826
17157951202,6082.700990609359
17133600104,5439.343544006348
17133600103,5254.625770568848
17091011100,3348.2621598243713
17197881201,5584.910619735718
17197881202,4365.887023925781
17161022300,1273.2356433868408
17143003104,3140.4452514648438
17143005100,6339.571533203125
17143003103,7655.992614746094
17163504502,2672.7722804918885
17163504357,6326.567533086985
17163504356,5371.516361236572
17163503415,4690.071804046631
17163504358,8345.374461501837
17097860812,6780.2189157009125
17097860106,4932.507740974426
17163503102,7515.03560481593
17163503908,8152.203800529242
17115002906,3589.158462524414
17115002905,2554.171900689602
17115002001,2401.2674560546875
17115002002,4253.2509765625
17115000502,1188.1939697265625
17035972400,4492.0192348212
17035972500,4735.740318313241
17035972600,6098.7534196302295
17097860813,4806.7006912231445
17097860908,4224.017890930176
17097860907,6086.808459877968
17097864109,8164.649690628052
17097864110,8633.730602920055
17097864207,9209.40485739708
17097860105,12058.513153076172
17097864208,7101.0802001953125
17097864524,6840.030278861523
17097864523,5476.987487792969
17089854100,19877.313720703125
17111870811,4866.1377420425415
17111870808,6527.22053527832
17111870809,10839.704867839813
17111871003,8154.53376480937
17111870703,8828.46876835823
17111870702,13290.86383152008
17111870604,12810.110290527344
17111871301,8652.880676269531
17111870810,8854.254932403564
17111870200,12359.74881927669
17111871305,14118.165260314941
17111870402,10958.54263305664
17111870605,16356.507232666016
17111871205,7057.97802734375
17111871404,5326.412841796875
17031807100,7811.097412109375
17089853300,7693.35400390625
17089853500,8366.91015625
17089853900,13995.354736328125
17089854001,10124.122497558594
17089854200,6827.78662109375
17073030302,5722.34705555439
17073030301,4927.150985479355
17143002702,7872.117614746094
17143002701,7540.392349243164
17043841708,5338.221923828125
17111871004,10985.573681741953
17111871307,3427.4589614868164
17111871304,6304.302398681641
17111870606,5650.96842956543
17111871402,11683.530224323273
17111870812,9151.050750732422
17111870603,8701.401275634766
17111870704,7264.991119384766
17111870807,10922.025024414062
17111870903,4432.867625236511
17111870904,8526.071350097656
17111871201,9742.853729248047
17111871202,7209.54736328125
17111871206,8194.612533569336
17031807200,12942.942749023438
17091011600,4934.990539550781
17031803017,9522.69189453125
17031807300,7042.264404296875
17031807400,8046.159423828125
17031807500,3139.20458984375
17031807700,7277.2060546875
17031807900,5988.202392578125
17163503416,6436.740049362183
17163501607,3741.7784118652344
17163504359,5148.536549389362
17163504501,7570.4935092926025
17163501606,6554.963134765625
17031808001,7453.4053955078125
17031808002,3734.7955322265625
17163503907,6007.466423273087
17163501802,4617.4117431640625
17163501801,3446.5059814453125
17031808301,10243.408851623535
17031808302,5144.5845947265625
17031808600,4983.80778503418
17031808702,9688.057495117188
17031770202,11367.730813142378
17031770602,7179.267890930176
17031806104,4714.35387802124
17031802506,4908.378582000732
17031802505,9186.511652827263
17031802404,6919.463134765625
17031804714,3695.3348388671875
17031804403,7398.1162109375
17031820604,6697.5999755859375
17031824116,6233.638265609741
17031824114,7659.066223144531
17031823806,3682.474853515625
17031824003,9970.525756835938
17031824005,7077.602945327759
17031824122,16290.427673339844
17031841200,13779.0673828125
17031804406,7957.087092041969
17031804716,10259.366088867188
17031806201,5073.888671875
17031820606,8733.65168762207
17031804506,7727.9014892578125
17031824119,7269.900918006897
17031831900,7062.74609375
17031832600,1556.947265625
17031842300,6314.7659912109375
17031838800,6128.258649587631
17031842600,9626.299905776978
17045070100,3730.7851254343987
17127970300,5028.763531263918
17127970100,7452.107958856039
17127970200,5878.818893432617
17043844309,1946.9224243164062
17043844308,3495.6033782958984
17043844310,4051.3805541992188
17093890501,24435.58808219433
17093890602,15608.24346151948
17093890404,28541.648429870605
17093890601,13504.248315930367
17093890401,18636.3005156992
17093890107,12458.254454612732
17051950900,2192.127635717392
17051950600,3668.743419414386
17051951000,3447.6266096699983
17051950800,8397.88733509183
17051950500,4082.4373355060816
17051950700,6355.159127566963
17051951100,4250.789185460657
17109010100,5467.82520213048
17109010300,2873.2305215746164
17109011000,3575.0142187587917
17183011200,10282.649730086327
17181950200,3437.7357035508176
17181950500,5195.737513480708
17181950400,7123.275544643402
17181950300,2792.5933113098145
17181950100,5999.040052792057
17187870500,5954.826285600662
17129010200,6078.462587065995
17129010100,9207.76907090377
17117956500,3743.624373972416
17183000100,2510.6192321777344
17031841900,6954.461975097656
17031843200,858.2076110839844
17031803200,3951.2567138671875
17031803300,7463.211181640625
17031809000,5072.50390625
17031301803,9348.466796875
17031809100,5431.5849609375
17031809200,6354.951416015625
17031809300,6398.300537109375
17045070300,6753.990499421954
17045070400,6842.585431218147
17109011100,4528.8375579454005
17045070500,5478.547052601352
17045070200,2741.6432922943495
17109010600,3359.6597828119993
17109010700,6568.767523407936
17109010900,3329.069125175476
17109010200,2969.1441825125366
17141961301,4414.525122798979
17141961001,5404.744701296091
17141961302,5046.14104694128
17141961002,5672.797687411308
17037001004,6523.385682582855
17037001003,6601.935546875
17187870100,2999.049570133444
17187870200,4004.8325465908274
17187870400,8160.308851718903
17187870300,4114.992159508169
17183000300,2176.4622802734375
17183000600,6220.432159423828
17031320101,8679.7958984375
17031829904,6085.39689207077
17031804204,9127.933412402868
17031804316,9493.716552734375
17031804514,5943.388324737549
17031330103,6401.15625
17031380600,4416.673828125
17031330102,13297.1884765625
17031330101,55.34780120849609
17031460800,14316.72412109375
17031806005,4584.75
17031806006,5433.416015625
17031804203,4002.6690771579742
17031803614,8699.482666015625
17031803616,5644.854888916016
17031828508,8301.688888549805
17031828507,2774.6759757995605
17031824126,8796.064819335938
17031824508,5218.017488718033
17183010800,5087.036889927462
17183010701,4665.884151771665
17183000700,3628.066940307617
17183010300,7011.981113506481
17183000500,5711.3269872665405
17183001300,5015.141557455063
17183000900,2781.536711424589
17197880416,6692.362060546875
17183010500,6292.537682652473
17183000800,3820.0746097564697
17183011100,3868.560767531395
17183010400,3114.741813853383
17183010600,5940.752317607403
17183010100,5057.995461022481
17183010900,4434.203929459909
17183001200,5204.193005561829
17015960100,4521.924566008151
17015960200,2997.805967936758
17015960400,3122.7017110958695
17015960300,4562.558825664222
17015960500,4255.993640292436
17015960600,2117.1851775348186
17031820203,6435.162384033203
17031824509,7107.978271484375
17031824127,5211.4588623046875
17031824125,4019.947998046875
17031824124,5838.726806640625
17031824129,5782.191966056824
17031824128,7558.587459087372
17031829903,8832.13134765625
17031804313,6675.905319213867
17031804312,3553.6967234611507
17031820204,5634.555465698242
17031804314,2513.621454566717
17031630600,13610.676635742188
17031490200,2432.0439453125
17031612200,7791.820068359375
17031844700,13513.7578125
17031844600,4581.865234375
17031803615,3599.4841918945312
17123961300,3305.720697786659
17123961100,3318.5370293445885
17123961200,3493.009985046461
17123961500,3174.616357509047
17123961400,4143.083614625037
17081050200,4467.654228172731
17031804512,6381.296173095703
17031804315,2281.031494140625
17031804513,5841.049719810486
17031320102,8761.48828125
17031809401,7740.142150878906
17183010200,7560.254747882485
17201001000,5074.9720458984375
17081050700,6142.244052410126
17081051100,4116.463415503502
17081050600,3943.5796089172363
17081050100,5570.571790464222
17081050800,5825.303571164608
17081050300,6108.275885015726
17081050500,4822.553847916424
17081050400,7679.29212457221
17117957100,3812.4501352608204
17199020202,3895.268603384495
17093890702,9856.291770160198
17011965300,4632.435951292515
17201001100,3191.4412841796875
17201001300,2562.297119140625
17201001400,5095.399658203125
17115002401,3707.395034790039
17081051000,631.3671264648438
17081050900,4474.838562011719
17093890301,18044.916138648987
17093890302,19313.94287109375
17201001500,12893.255584716797
17201001600,4582.9329833984375
17201001700,4010.6826171875
17201001800,5437.027160644531
17201001900,7278.050231933594
17115001802,1103.1448974609375
17093890703,22817.482726991177
17093890104,21736.29386329651
17115001900,953.5507202148435
17115001300,1964.5786514282227
17115001400,2606.3233642578125
17093890403,18487.904860019684
17093890402,23727.812591552734
17093890105,21441.660215616226
17093890108,11241.280813574791
17093890502,16879.835849285126
17093890701,12263.141479492188
17093890103,16261.091064453125
17093890106,17094.671142578125
17115001600,3429.1591796875
17115001700,3499.9414138793945
17011964800,5142.548827911727
17011965100,7087.942923843861
17011964900,3127.3644232274964
17011965400,6494.709177672863
17011964700,4514.5700841248035
17011965600,4465.252102188766
17011965500,5480.969512060285
17135957700,5590.252859592438
17135958000,8111.9881988000125
17135957400,3425.0138373970985
17135957600,4828.697510968894
17135957800,3746.0447149276733
17135957500,4540.952790626325
17135957300,5075.751082992181
17135957900,7733.211048215628
17143003300,5935.726366043091
17011965200,3370.57536034286
17011965000,6755.515986775979
17065973100,4454.806503534317
17065973200,3680.397052920889
17195001102,1748.2175903320312
17195001101,3527.4126586914062
17093890201,14182.6455078125
17093890202,8847.25146484375
17197881109,8228.87000823021
17143000200,1709.800537109375
17143004102,3023.749101638794
17143003900,10080.168810218573
17143004101,10025.184502363205
17143004802,4842.10237121582
17143003402,6963.920440115035
17143004600,8949.641252994537
17143003601,4247.2809138298035
17143004801,8626.746926546097
17143004901,5739.715375354048
17143002900,4519.806488037109
17143004000,6769.484632134438
17119400200,7323.652711465955
17119400802,12066.613037109375
17073030202,5927.51355982665
17073030800,5906.433113336563
17073030203,6384.448859319091
17073030600,4913.908481836319
17073030500,3523.8138591926545
17143004902,7225.6321630477905
17143004500,8016.455561935902
17143003800,4856.884400203824
17143000300,2264.790771484375
17143002200,7369.2864990234375
17143003200,6034.615661621094
17143004300,3021.5916748046875
17119400600,3576.061454772949
17119400801,2576.180908203125
17143000600,6288.848709106445
17143000900,6194.9862060546875
17143001200,2334.7586669921875
17073031200,4472.366530712694
17073031000,4148.535269912332
17073030100,8634.041842401028
17073030201,6736.300094485283
17115003000,5009.427940436639
17143001300,3257.7528681755066
17143001500,2033.0237045288086
17115002602,2638.5927585586905
17115000200,2372.44921875
17115002402,7544.515430450439
17115002500,10233.129778062925
17115002200,7882.935588505119
17115002300,4175.022181864828
17115002800,6442.484857111238
17115002904,8914.041889369488
17115002700,3369.8416841821745
17115001100,5165.816683769226
17085020102,4108.130037933588
17085020101,2834.1256945580244
17113005104,4524.358969807625
17113000109,9256.956068515778
17113000507,3854.388901948929
17113000106,4395.3572998046875
17077011702,7058.043884277344
17077011001,1786.9044094085693
17115000900,3265.237762451172
17115000400,4866.0565185546875
17115000600,4349.3199462890625
17023060200,6049.9257346615195
17023060300,7505.158464372158
17023060400,2435.0919240510557
17023060100,6684.854459712282
17143002300,6900.1082763671875
17021958900,4122.660708069801
17061973800,3027.557307915995
17031730202,2472.890869140625
17115002100,820.5608140230179
17143001600,9291.954223632812
17113005103,9359.650493383408
17113000108,10037.322562932968
17113005401,10006.728378683329
17113001107,7036.0758056640625
17113001108,7381.479870915413
17113005402,6134.730622040108
17113000506,6160.8192138671875
17113000107,4386.9599609375
17115001801,3438.382776260376
17115000300,6240.521453857422
17115002901,5670.102141033858
17115002601,6943.923681020737
17115001500,7255.498863220215
17115002902,6234.515030860901
17163500500,3223.5980224609375
17077010602,5360.604333400726
17077011701,2034.1422853469849
17077010601,3279.8141030073166
17077011002,6909.0222462415695
17163500900,4142.156005859375
17091010203,6847.675799291581
17091010204,9148.153318732977
17115001000,2109.9668502807617
17029000300,8917.830683246255
17029000400,4716.58946006
17029000500,10069.602883428335
17029000800,7404.882568359375
17029001000,6214.645437002182
17029000900,7197.625859737396
17113001302,2934.453125
17113005602,3729.4612973388284
17113005202,5170.158772081137
17113000105,5327.815762013197
17113005502,3239.226647582371
17113005700,8593.088762134314
17113005601,3199.8934196792543
17113000400,8618.213989257812
17113001301,3513.590576171875
17113005501,4879.18611933291
17113000200,11089.135498046875
17001010301,3931.230138071347
17001010302,4550.912563730031
17143002400,9185.744262695312
17143002500,339.58544921875
17143002600,5014.948089599609
17143002800,6389.280517578125
17143003000,4780.086975097656
17143003101,8075.592529296875
17097865801,5261.991394042969
17097861505,7220.667060852051
17097861702,5392.530578613281
17083010200,5926.356327950954
17083010500,2384.3584463857114
17083010100,7697.184204898775
17083010300,6386.234998822212
17029000701,3623.893133163452
17029000702,5623.234130859375
17061973900,3367.803369283676
17061973600,5328.6096613379195
17061973700,2523.2851697206497
17061974000,4781.763136208057
17113000301,9070.07177734375
17113000302,10901.506163597107
17041952000,3484.4698790488765
17041952300,8879.977724630386
17041952200,6303.727338910103
17041952400,5094.6710493881255
17041952100,6281.342447876697
17031835600,2796.7916259765625
17031840000,11453.669677734375
17113001700,2175.09619140625
17031813302,8184.50390625
17031813702,9304.0771484375
17031813301,3407.644775390625
17031802403,1775.5484619140625
17031803016,3563.942138671875
17031803701,3053.7376708984375
17031804108,3791.5302124023438
17031804715,3595.262451171875
17113000501,2051.055908203125
17113000502,3918.6878662109375
17031836400,6228.7620849609375
17031834600,4057.642822265625
17113000504,10629.2896194458
17113001103,6865.830627441406
17197882702,3982.966796875
17197882602,7342.393798828125
17197883210,5223.374603271484
17197883214,5767.908065795898
17197883213,12666.381206512451
17197881301,9484.295104980469
17197881111,4772.381256103516
17197881113,6072.04433298111
17197881115,9601.144653320312
17089851101,6873.25927734375
17089850105,16668.6097946167
17031061902,5686.54931640625
17031030103,16148.572265625
17031030706,1.0021361112594604
17031081202,7179.04833984375
17113001200,3648.3982849121094
17113001303,3277.485595703125
17113001402,5505.443643569946
17113001500,2774.201904296875
17113001600,5101.931884765625
17031804610,2931.7492065429688
17031770201,8003.452392578125
17031836000,5544.26171875
17031220901,9468.5234375
17031210602,10893.7041015625
17031220602,9746.408203125
17031040401,7151.37890625
17031252202,7997.3955078125
17031252102,16531.5439453125
17031770601,5414.783996582031
17031806103,5564.5540771484375
17031802610,2727.9639892578125
17031802609,13155.466796875
17043842704,8154.0042724609375
17043843700,4159.576904296875
17043843800,6359.0220947265625
17043843900,7920.71337890625
17153971000,3428.2021592292003
17153971100,3661.343961316161
17031804308,8623.731811523438
17031820605,4911.5263671875
17031834500,4465.3310546875
17031836200,6623.00341796875
17031010501,10956.2080078125
17031020701,2499.83984375
17167001004,6708.2708740234375
17057953600,6358.279881596565
17167003901,8172.2275025472045
17167003500,7698.873373705894
17167003802,9930.538157120347
17167002500,7221.78333234787
17167003601,4094.753529369831
17167000100,6050.122487157583
17167003100,12273.645613223314
17167003203,8354.541675940156
17167000201,5107.755243301392
17167002400,7141.069641113281
17167003300,7444.936937380582
17167003603,7553.371366862208
17167001200,9383.781372070312
17167001300,3991.5638427734375
17121952200,5901.521408744156
17121951700,3542.5501157734543
17121952600,3265.4797973632812
17043844100,2320.472900390625
17031834400,6288.58203125
17031834300,14159.0
17197883521,9142.450317382812
17197980100,7050.333775997162
17019000301,16059.5771484375
17019005702,2012.7285386174917
17019005701,7441.83447265625
17043843200,9159.705322265625
17043843500,9339.981628417969
17197883513,10379.154968261719
17043842800,7931.0068359375
17043843000,5582.977294921875
17113001800,5074.358734130859
17113002101,7370.197250366211
17113002102,3012.5908596217632
17031070101,12177.2119140625
17031110501,4661.05322265625
17031081401,16188.38671875
17031430102,2654.751230156049
17031770902,2124.697021484375
17031824121,1721.586181640625
17037002200,10246.0830078125
17031430101,10278.4140625
17031804109,4158.958435058594
17031804611,2907.780029296875
17031824004,6798.792564436793
17031824006,9628.568596839905
17031252101,4929.3994140625
17043844201,11514.310668945312
17143003700,5858.172065645456
17143003602,8474.444010391831
17143004400,3417.1069946289062
17143004200,2665.633499145508
17031760801,7781.2381591796875
17031839000,14139.90234375
17031440201,5130.3232421875
17031540101,8922.888764500618
17031802004,7772.9193115234375
17031802003,1214.434326171875
17031803013,7487.44775390625
17031802608,6465.33251953125
17031803015,9239.980224609375
17031803014,4368.083984375
17031834000,2734.4599609375
17167000600,8345.233207702637
17167000700,3484.4503173828125
17167000800,4480.840515136719
17167000900,2227.025146484375
17167001001,3238.934295654297
17167001100,2008.9283752441406
17167001800,3243.1807250976562
17167001900,3566.6265869140625
17167002100,2640.1795654296875
17167002200,4493.302978515625
17167002300,3697.201904296875
17097861609,5152.205078125
17167002600,3422.3629150390625
17167002801,6551.5010986328125
17167002802,5019.6229581572115
17095000900,5680.544185400009
17095000800,3443.2996826171875
17095000500,6420.182937443256
17095001400,2447.625193476677
17095000600,5932.21484375
17095000400,4186.317366421223
17095001600,4623.910643406212
17095001100,3940.836672067642
17095000300,8916.70166784525
17095001500,5596.855768725276
17095000100,4458.581094294612
17095001200,2321.879859060049
17107953200,5998.741329431534
17107953300,5805.701659679413
17107953400,4133.706067442894
17095000700,1122.2451553344727
17167000202,4439.305717468262
17167004000,6079.793833205011
17167003201,6474.03792989254
17167000300,3790.419478416443
17167000400,5467.942276000977
17047957100,2806.6851468086243
17047956900,3283.161703761667
17167001400,2010.0244140625
17167003400,9483.731379792094
17167003202,6721.313516752794
17167003000,7920.346526324749
17167003602,7421.0890637636185
17047957000,3411.4435284361243
17077010800,6988.609379909933
17077010400,6610.6925835087895
17077010100,5088.983679216355
17077011200,8550.365203380585
17077010700,4630.238354206085
17077011600,6022.359654954635
17057953400,2024.2292175292966
17057952800,3955.400091648102
17057953800,3999.981607198715
17057953200,4125.710444379598
17057953100,3659.310728869401
17057953500,5454.411849617958
17057952900,7513.187122417614
17057953000,3258.17237506574
17057953700,3605.855968161515
17057953900,4152.691293522716
17057953300,4970.092823654413
17121952700,5906.807191848755
17121952300,5232.729980558157
17121951800,3217.967735648155
17121951600,5029.077648870181
17121951900,4191.816590171307
17121952100,4065.71866774559
17121952000,5990.43123292923
17095001000,5971.931703269482
17095000200,4098.046908168122
17095001300,5258.39242041111
17101880700,4575.27444383502
17101880900,4968.66878926754
17101880800,8994.53947447054
17101881000,3251.223819732666
17101881100,4558.168501257896
17001010500,3904.4130141376518
17001010200,5402.8626222498715
17001000500,3104.3328857421875
17001010100,6181.5117190517485
17001010400,5522.847229976207
17001000202,6705.0712890625
17001010600,9270.217198708095
17173959300,7007.688740724698
17173959400,4966.109259332996
17173959500,5569.187089521438
17173959200,4539.357760161627
17173959600,4863.109844435006
17173959100,5111.691158508882
17001000600,3563.7315673828125
17001000800,5333.169902607799
17001001001,1493.6942138671875
17031711100,4416.56884765625
17031711200,7145.972412109375
17001001002,6154.293640136719
17031680900,5787.378662109375
17001001100,8565.883279800415
17031817200,10640.37109375
17031817600,3543.208251953125
17167001600,3123.0985717773438
17167002700,6198.14252281189
17031221000,11394.22265625
17031242800,7306.796875
17031243000,8659.0458984375
17031243200,9719.0634765625
17031243300,10079.51171875
17031071400,11934.2607421875
17031110400,5762.19482421875
17031151100,6412.662109375
17031151200,6333.740234375
17031241100,8742.990234375
17031241600,7748.458984375
17031241300,7877.3740234375
17031241400,8866.6103515625
17161022600,4602.364176034927
17031243500,4415.15966796875
17031250200,9664.317138671875
17031250300,7068.1298828125
17031250400,9128.6416015625
17031250500,15836.51025390625
17031071500,11722.319641113281
17031071800,6244.99365234375
17031160100,3991.241455078125
17031160200,3824.167236328125
17031160300,5514.43701171875
17031160400,5264.0146484375
17031160700,12732.98583984375
17031221500,7800.89501953125
17031221400,9012.65625
17031250600,6653.67333984375
17031250700,7156.41357421875
17031250800,6963.2822265625
17031251000,5223.63037109375
17031251100,6860.5009765625
17031051400,7654.95263671875
17031060300,6514.017578125
17031060800,15977.1630859375
17199020201,8160.6603326797485
17031160800,9337.0771484375
17031161200,3620.843505859375
17031161300,6093.814453125
17031170100,7651.782958984375
17031251200,6187.1826171875
17031251300,6704.97607421875
17031600900,17171.70703125
17119400904,5043.40340089798
17031821200,8883.097412109375
17031672000,8289.61962890625
17149952600,4513.149834728043
17149952800,3384.844636425376
17149952500,3607.118293782696
17149952400,4627.447227125522
17031710900,3405.484130859375
17031711000,3928.13671875
17001000900,5305.116027832031
17149952700,6528.12865228951
17031271200,4156.0869140625
17031271400,3705.75537109375
17031351000,4885.759994506836
17031351400,5023.29345703125
17167002002,4154.734313964844
17167002001,6221.423645019531
17167003702,6537.863786607981
17167003701,6399.01231265068
17167004200,2012.4456176757812
17031430400,4499.234375
17031430800,4754.4443359375
17031430900,7689.4462890625
17001000100,6736.723680019379
17001000201,1832.2546997070312
17031610300,10322.74267578125
17031681000,3786.644287109375
17031681100,4618.52783203125
17031803400,10165.2607421875
17031803500,7282.1971435546875
17031803604,6726.17138671875
17031803607,10419.449584960938
17031809500,4873.7041015625
17031809600,5149.38232421875
17031809700,4904.403076171875
17031809800,3844.423828125
17031809900,8395.39306640625
17031810000,8811.795272827148
17031825501,6185.641153335571
17031720100,2979.787353515625
17031824400,3460.7445373535156
17031720200,9719.8701171875
17031720300,4130.7144775390625
17031720400,3113.915771484375
17031720500,2103.632080078125
17031720600,3014.010009765625
17031720700,5891.761962890625
17031040800,6384.90234375
17031816900,4441.8203125
17001000400,8986.32698059082
17031817000,8332.358276367188
17031817101,3434.9833984375
17031817102,3860.3355712890625
17031825801,3560.1351165771484
17031825802,8616.943115234375
17031825803,10061.928955078125
17031825900,4798.307922363281
17031826000,3827.1489181518555
17031380200,5034.69873046875
17031431200,4160.05322265625
17031431400,4070.3818283081055
17031803902,6513.6680908203125
17031804000,6525.919921875
17031804104,4629.7420654296875
17031810100,10274.3115234375
17031810200,14195.3212890625
17031810301,7953.7364501953125
17031610800,3801.1865234375
17031611400,11303.2802734375
17031611900,8096.02587890625
17031681200,3342.170166015625
17031810302,3593.96533203125
17031810400,7435.99169921875
17031810701,5992.58837890625
17031810600,5310.35693359375
17031817400,4086.710693359375
17013951300,3449.135985909961
17013951200,3786.570975445007
17031283100,7459.55126953125
17031283800,8443.5048828125
17031828504,10107.103173971176
17031691200,6677.683349609375
17031691100,5177.10546875
17031730100,4107.6083984375
17031730300,4507.35791015625
17031730400,6661.83837890625
17031817700,6842.814208984375
17031818100,4654.101318359375
17031826100,10562.225646972656
17031826301,4919.9012451171875
17031826303,6856.063232421875
17031826304,5605.9761962890625
17031730500,6740.718505859375
17031730600,5945.916259765625
17031802801,9237.394836425781
17031440300,5511.296142578125
17031804706,4320.2786865234375
17031804710,5152.2724609375
17031810800,10144.11279296875
17031810900,5277.06982421875
17031811000,7686.3369140625
17031612100,3659.087890625
17031620100,10985.555908203125
17031620200,5785.6962890625
17031620300,6299.9052734375
17031620400,14224.7236328125
17031810501,8791.477661132812
17031810502,8952.219848632812
17031812200,7872.376708984375
17031818200,8873.188598632812
17031818402,4085.0189208984375
17031818800,8027.8232421875
17031818900,7092.924072265625
17031826402,7704.7294921875
17031826600,3574.396484375
17031826700,3845.603759765625
17031826901,2930.0467529296875
17031826902,2266.6337890625
17031730700,4559.66943359375
17031740100,3890.1678466796875
17031740200,9159.49072265625
17031740300,6903.266845703125
17031740400,7483.256530761719
17031803005,6856.640959739685
17031803007,8703.065795898438
17067954300,5139.61995145469
17067954000,3657.604267179966
17067954100,4883.19001108408
17067954200,3407.222506367136
17067953700,3164.3063161037862
17067953900,2933.887057578191
17067953800,3850.6793170571327
17031381800,3755.205322265625
17031381900,5661.59619140625
17031390100,397.38589477539057
17031390200,5672.36181640625
17031390300,6416.634765625
17031390400,6514.9765625
17031390500,7072.72705078125
17031390700,12520.396728515625
17031804711,9599.134033203125
17031804806,5810.6748046875
